verdict,city,dish,form,names,courses,proteins,proposed_name,rows_removed_if_merged,why_not_a_merge
DUPLICATE - approve a name to merge,hyderabad,hyderabadi|veg,biryani,hyderabadi_veg_biryani | veg_hyderabadi_biryani,rice,(blank),hyderabadi_veg_biryani,1,
DUPLICATE - approve a name to merge,hyderabad,hyderabadi|veg,curry,hyderabadi_veg_curry | veg_hyderabadi_curry,veg_gravy,(blank),hyderabadi_veg_curry,1,
DUPLICATE - approve a name to merge,hyderabad,hyd|veg,biryani,hyd_veg_biryani | veg_hyd_biryani,rice,(blank),hyd_veg_biryani,1,
DUPLICATE - approve a name to merge,hyderabad,jeera|pepper|rasam,,jeera_pepper_rasam | pepper_jeera_rasam,rasam,(blank),jeera_pepper_rasam,1,
DUPLICATE - approve a name to merge,hyderabad,kadai|mushroom,,kadai_mushroom | kadhai_mushroom,veg_gravy,mushroom,kadhai_mushroom,1,
DUPLICATE - approve a name to merge,hyderabad,kadai|paneer,,kadai_paneer | kadhai_paneer,veg_gravy,paneer,kadhai_paneer,1,
DUPLICATE - approve a name to merge,hyderabad,kadhi|lauki|pakodi,,lauki_kadhi_pakodi | lauki_pakodi_kadhi,veg_gravy,(blank),lauki_kadhi_pakodi,1,
DUPLICATE - approve a name to merge,hyderabad,kadhi|pakodi|punjabi,,punjabi_kadhi_pakodi | punjabi_pakodi_kadhi,veg_gravy,(blank),punjabi_kadhi_pakodi,1,
DUPLICATE - approve a name to merge,hyderabad,korma|shahi|veg,,shahi_veg_korma | veg_shahi_korma,veg_gravy,(blank),shahi_veg_korma,1,
DUPLICATE - approve a name to merge,hyderabad,kurma|nilgiri|veg,,nilgiri_veg_kurma | veg_nilgiri_kurma,veg_gravy,(blank),nilgiri_veg_kurma,1,
DUPLICATE - approve a name to merge,hyderabad,makhani|subz,,subz_makhani | subz_makhni,veg_gravy,(blank),subz_makhani,1,
DUPLICATE - approve a name to merge,hyderabad,masoor|moong|tadka,,masoor_moong_tadka | moong_masoor_tadka,dal,moong_dal,masoor_moong_tadka,1,
DUPLICATE - approve a name to merge,hyderabad,miloni|sabzi,,miloni_sabzi | sabzi_miloni,veg_gravy,(blank),miloni_sabzi,1,
DUPLICATE - approve a name to merge,hyderabad,miloni|subz,dry,miloni_subz_dry | subz_miloni_dry,veg_dry,(blank),miloni_subz_dry,1,
DUPLICATE - approve a name to merge,hyderabad,mughlai|veg,biryani,mughlai_veg_biryani | veg_mughlai_biryani,rice,(blank),mughlai_veg_biryani,1,
DUPLICATE - approve a name to merge,hyderabad,mutter|paneer,,mutter_paneer | paneer_mutter,veg_gravy,paneer,mutter_paneer,1,
DUPLICATE - approve a name to merge,hyderabad,noodles|paneer|schezwan,,paneer_schezwan_noodles | schezwan_paneer_noodles,rice,paneer,paneer_schezwan_noodles,1,
DUPLICATE - approve a name to merge,hyderabad,noodles|schezwan|veg,,schezwan_veg_noodles | veg_schezwan_noodles,rice,(blank),schezwan_veg_noodles,1,
DUPLICATE - approve a name to merge,hyderabad,paneer|saagwala,,paneer_saagwala | saagwala_paneer,veg_gravy,paneer,paneer_saagwala,1,
DUPLICATE - approve a name to merge,hyderabad,pepper|rasam,,kali_mirch_rasam | pepper_rasam,rasam,(blank),kali_mirch_rasam,1,
DUPLICATE - approve a name to merge,hyderabad,thalapakatti|veg,biryani,thalapakatti_veg_biryani | veg_thalapakatti_biryani,rice,(blank),thalapakatti_veg_biryani,1,
DUPLICATE - approve a name to merge,ncr,achari|bhindi,masala,achari_bhindi_masala | bhindi_achari_masala,veg_gravy,(blank),achari_bhindi_masala,1,
DUPLICATE - approve a name to merge,ncr,adraki|dhaniya|paneer,,dhaniya_adraki_paneer | paneer_dhaniya_adraki,veg_gravy,paneer,dhaniya_adraki_paneer,1,
DUPLICATE - approve a name to merge,ncr,adraki|rajma,,adraki_rajma | rajma_adraki,dal,kidney_bean,adraki_rajma,1,
DUPLICATE - approve a name to merge,ncr,ajwaini|arbi,,ajwaini_arbi | arbi_ajwaini,veg_gravy,(blank),ajwaini_arbi,1,
DUPLICATE - approve a name to merge,ncr,aloo|dum|kashmiri,,dum_aloo_kashmiri | kashmiri_dum_aloo,veg_gravy,(blank),dum_aloo_kashmiri,1,
DUPLICATE - approve a name to merge,ncr,aloo|jeera,,aloo_jeera | jeera_aloo,veg_dry,(blank),aloo_jeera,1,
DUPLICATE - approve a name to merge,ncr,aloo|parval,,aloo_parval | parval_aloo,veg_gravy,(blank),aloo_parval,1,
DUPLICATE - approve a name to merge,ncr,arhar|dal|hing|tadka,,arhar_hing_tadka_dal | hing_tadka_arhar_dal,dal,toor_dal,arhar_hing_tadka_dal,1,
DUPLICATE - approve a name to merge,ncr,arhar|dal|tadka,,arhar_dal_tadka | dal_tadka_arhar,dal,toor_dal,arhar_dal_tadka,1,
DUPLICATE - approve a name to merge,ncr,bhuna|chicken,,bhuna_chicken | chicken_bhuna,nonveg_main,chicken,bhuna_chicken,1,
DUPLICATE - approve a name to merge,ncr,butter|paneer,,butter_paneer | paneer_butter,veg_gravy,paneer,butter_paneer,1,
DUPLICATE - approve a name to merge,ncr,butter|paneer,masala,butter_paneer_masala | paneer_butter_masala,veg_gravy,paneer,butter_paneer_masala,1,
DUPLICATE - approve a name to merge,ncr,chaap|makhani|soya,,makhni_soya_chaap | soya_chaap_makhani,veg_gravy,soya,soya_chaap_makhani,1,
DUPLICATE - approve a name to merge,ncr,cheese|corn|pineapple,salad,pineapple_cheese_corn_salad | pineapple_corn_cheese_salad,salad,cheese,pineapple_cheese_corn_salad,1,
DUPLICATE - approve a name to merge,ncr,chettinad|chicken,,chettinad_chicken | chicken_chattinad | chicken_chettiand | chicken_chettinad | chicken_chettined,nonveg_main,chicken,chettinad_chicken,4,
DUPLICATE - approve a name to merge,ncr,chicken|handi,,chicken_handi | handi_chicken,nonveg_main,chicken,chicken_handi,1,
DUPLICATE - approve a name to merge,ncr,chicken|hariyali,,chicken_hariyali | haryali_chicken,nonveg_main,chicken,chicken_hariyali,1,
DUPLICATE - approve a name to merge,ncr,chicken|kadai,,chicken_kadhai | kadai_chicken,nonveg_main,chicken,chicken_kadhai,1,
DUPLICATE - approve a name to merge,ncr,chicken|kolhapuri,,chicken_kolhapuri | kolhapuri_chicken,nonveg_main,chicken,chicken_kolhapuri,1,
DUPLICATE - approve a name to merge,ncr,chicken|pepper,,chicken_kali_mirch | chicken_kalimirch,nonveg_main,chicken,chicken_kali_mirch,1,
DUPLICATE - approve a name to merge,ncr,chilli|fried,,fried_chilli | fried_chilly,salad,(blank),fried_chilli,1,
DUPLICATE - approve a name to merge,ncr,cube|green,salad,cube_green_salad | green_cube_salad,salad,(blank),cube_green_salad,1,
DUPLICATE - approve a name to merge,ncr,dal|darbari,,dal_darbari | darbari_dal,dal,(blank),dal_darbari,1,
DUPLICATE - approve a name to merge,ncr,dal|dhaba,,dal_dhaba | dhaba_dal,dal,toor_dal,dal_dhaba,1,
DUPLICATE - approve a name to merge,ncr,dal|lehsuni|tadka,,dal_lehsuni_tadka | lehsuni_dal_tadka,dal,(blank),dal_lehsuni_tadka,1,
DUPLICATE - approve a name to merge,ncr,dal|moong|sabut,,moong_sabut_dal | sabut_moong_dal,dal,moong_dal,moong_sabut_dal,1,
DUPLICATE - approve a name to merge,ncr,dal|mughlai,,dal_mughlai | mughlai_dal,dal,toor_dal,dal_mughlai,1,
DUPLICATE - approve a name to merge,ncr,dal|muradabadi,,dal_muradabadi | muradabadi_dal,dal,(blank),dal_muradabadi,1,
DUPLICATE - approve a name to merge,ncr,dal|panchmel,,dal_panchmel | panchmel_dal,dal,mixed_dal,dal_panchmel,1,
DUPLICATE - approve a name to merge,ncr,dal|punjabi,,dal_punjabi | punjabi_dal,dal,toor_dal,dal_punjabi,1,
DUPLICATE - approve a name to merge,ncr,handi|subz,,handi_subz | subz_handi,veg_gravy,(blank),handi_subz,1,
DUPLICATE - approve a name to merge,ncr,jeera|lauki,,jeera_lauki | lauki_jeera,veg_dry,(blank),jeera_lauki,1,
DUPLICATE - approve a name to merge,ncr,kadai|paneer,,kadai_paneer | paneer_kadai,veg_gravy,paneer,kadai_paneer,1,
DUPLICATE - approve a name to merge,ncr,keema|mutter|soya,,mutter_soya_keema | soya_keema_mutter,veg_dry,soy,mutter_soya_keema,1,
DUPLICATE - approve a name to merge,ncr,khatta|meetha|petha,,khatta_meetha_petha | petha_khatta_meetha,dessert,(blank),khatta_meetha_petha,1,
DUPLICATE - approve a name to merge,ncr,malai|matar|methi,,matar_methi_malai | methi_matar_malai,veg_gravy,green_peas,matar_methi_malai,1,
DUPLICATE - approve a name to merge,ncr,malai|methi|mutter,,methi_malai_mutter | mutter_methi_malai,veg_gravy,(blank),methi_malai_mutter,1,
DUPLICATE - approve a name to merge,ncr,mushroom|mutter,,mushroom_mutter | mutter_mushroom,veg_gravy,mushroom,mushroom_mutter,1,
"MISFILE - needs a verdict, do not merge",bangalore,achari|aloo|tandoori,,achari_tandoori_aloo | tandoori_achari_aloo,starter | veg_dry,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",bangalore,baby|chilli|corn,,baby_corn_chilli | chilli_baby_corn,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",bangalore,butter|garlic|vegetables,,butter_garlic_vegetables | garlic_butter_vegetables,healthy_rice | veg_dry,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",bangalore,chana|lauki,,chana_lauki | lauki_chana,dal | veg_dry,chickpea,,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",bangalore,curd|millet,rice,curd_millet_rice | millet_curd_rice,healthy_rice | rice,yogurt,,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",bangalore,kadai|veg,,kadai_veg | kadhai_veg,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",bangalore,kolhapuri|veg,,kolhapuri_veg | veg_kolhapuri,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",chennai,sambar|vada,,sambar_vada | vada_sambar,sambar | starter,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",hyderabad,achari|aloo|tandoori,,achari_tandoori_aloo | tandoori_achari_aloo,starter | veg_dry,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",hyderabad,baby|chilli|corn,,baby_corn_chilli | chilli_baby_corn,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",hyderabad,butter|garlic|vegetables,,butter_garlic_vegetables | garlic_butter_vegetables,healthy_rice | veg_dry,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",hyderabad,chana|lauki,,chana_lauki | lauki_chana,dal | veg_dry,chickpea,,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",hyderabad,curd|millet,rice,curd_millet_rice | millet_curd_rice,healthy_rice | rice,yogurt,,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",hyderabad,kadai|veg,,kadai_veg | kadhai_veg,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",hyderabad,kolhapuri|veg,,kolhapuri_veg | veg_kolhapuri,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",ncr,achari|aloo,,achari_aloo | aloo_achari,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",ncr,adraki|gobi,,adraki_gobi | gobi_adraki,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",ncr,aloo|beans,,aloo_beans | beans_aloo,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",ncr,aloo|gobi,masala,aloo_gobi_masala | gobi_aloo_masala,rice | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",ncr,aloo|methi,,aloo_methi | methi_aloo,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",ncr,aloo|tariwala,,aloo_tariwala | tariwala_aloo,veg_dry | veg_gravy,(blank),,1,course_type disagrees
"MISFILE - needs a verdict, do not merge",ncr,laccha|onion,,laccha_onion | onion_laccha,salad | veg_gravy,(blank),,1,course_type disagrees
