city,item,course_type,column,why_not
bangalore,egg_mughlai,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_onion_roast,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_onion_roast,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_pepper_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_pepper_dry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_pepper_dry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_pepper_fry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_pepper_fry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_pepper_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_pepper_roast,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_pepper_roast,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_puff,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_pulusu,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_pulusu,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_roast,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_roast,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_roast_masala,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_roast_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_tawa_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_tikka_masala,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_tikka_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_vepudu,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_vepudu,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,egg_vindaloo,nonveg_main,gravy_region,no word its siblings agree about
bangalore,egg_vindaloo,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,fettuccine_arrabbiata,rice,flavoured_rice_region,no word its siblings agree about
bangalore,finger_salad,salad,key_ingredient,no word its siblings agree about
bangalore,fish_curry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,fish_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,fish_finger,nonveg_main,gravy_region,no word its siblings agree about
bangalore,fish_finger,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,fresh_lime_juice,welcome_drink,drink_rule_group,no word its siblings agree about
bangalore,fried_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,fried_chicken_masala_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,fruit_lassi,welcome_drink,drink_rule_group,no word its siblings agree about
bangalore,fruit_lassi,welcome_drink,key_ingredient,no word its siblings agree about
bangalore,fusilli_aglio_olio,rice,flavoured_rice_region,no word its siblings agree about
bangalore,fusilli_alfredo_sauce_pasta,rice,flavoured_rice_region,no word its siblings agree about
bangalore,fusilli_in_white_sauce,rice,flavoured_rice_region,no word its siblings agree about
bangalore,fusilli_wheat_pasta,rice,flavoured_rice_region,no word its siblings agree about
bangalore,garlic_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,garlic_chicken_fry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,garlic_chicken_fry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,garlic_green_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,gauloti_kebab,nonveg_main,gravy_region,no word its siblings agree about
bangalore,gauloti_kebab,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,gavar_ki_sabzi,veg_dry,key_ingredient,no word its siblings agree about
bangalore,gawarphalli_ki_sabzi,veg_dry,key_ingredient,no word its siblings agree about
bangalore,ghate_tamatar_curry,veg_gravy,is_* flags,no attribute or word its siblings agree about
bangalore,ghee_cashew_rice,rice,flavoured_rice_region,no word its siblings agree about
bangalore,ghee_paruppu,dal,dal_region,no word its siblings agree about
bangalore,ghee_red_rice,rice,flavoured_rice_region,no word its siblings agree about
bangalore,ghee_roast_chicken_curry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,ghee_roast_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,ghee_roast_chicken_dry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,ghee_roast_chicken_dry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,ghee_triangle_paratha,bread,sub_category,no word its siblings agree about
bangalore,ghugni_saag_dry,veg_dry,key_ingredient,no word its siblings agree about
bangalore,ginger_and_lemon_detox_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,ginger_and_lemon_detox_water,infused_water,sub_category,no word its siblings agree about
bangalore,ginger_chicken_dry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,ginger_chicken_dry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,ginger_soya_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,goan_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,goan_style_garlic_peri_peri_chicken,nonveg_main,gravy_region,no word its siblings agree about
bangalore,goan_style_garlic_peri_peri_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,goan_vindaloo,nonveg_main,gravy_region,no word its siblings agree about
bangalore,goan_vindaloo,nonveg_main,key_ingredient,no word its siblings agree about
bangalore,goan_vindaloo,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,golgappa,starter,key_ingredient,no word its siblings agree about
bangalore,gongura_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,gongura_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,gongura_chicken_dry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,gongura_chicken_dry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,gongura_puliyogare,rice,flavoured_rice_region,no word its siblings agree about
bangalore,gongura_rice,rice,flavoured_rice_region,no word its siblings agree about
bangalore,gooseberry_juice,welcome_drink,drink_rule_group,no word its siblings agree about
bangalore,gooseberry_juice,welcome_drink,key_ingredient,no word its siblings agree about
bangalore,gori_kayi_palya,veg_dry,key_ingredient,no word its siblings agree about
bangalore,goru_chikkudu_vepudu,veg_dry,key_ingredient,no word its siblings agree about
bangalore,gova_mint_detox_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,gova_mint_detox_water,infused_water,sub_category,no word its siblings agree about
bangalore,grape_fruit_pomegranate_infused_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,grape_fruit_pomegranate_infused_water,infused_water,sub_category,no word its siblings agree about
bangalore,grape_pomegranate_with_mint,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,grape_pomegranate_with_mint,infused_water,sub_category,no word its siblings agree about
bangalore,green_apple_and_mint_detox_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,green_apple_and_mint_detox_water,infused_water,sub_category,no word its siblings agree about
bangalore,green_bean_salad,salad,key_ingredient,no word its siblings agree about
bangalore,green_chilli_paratha,bread,sub_category,no word its siblings agree about
bangalore,green_garlic_chicken_kebab,nonveg_main,gravy_region,no word its siblings agree about
bangalore,green_garlic_chicken_kebab,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,grilled_corn_on_the_cob,healthy_rice,flavoured_rice_region,no word its siblings agree about
bangalore,guava_and_lemon_detox_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,guava_and_lemon_detox_water,infused_water,sub_category,no word its siblings agree about
bangalore,guava_and_lemon_infused_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,guava_and_lemon_infused_water,infused_water,sub_category,no word its siblings agree about
bangalore,guava_chilli_detox_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,guava_chilli_detox_water,infused_water,sub_category,no word its siblings agree about
bangalore,gugni_chaat,starter,key_ingredient,no word its siblings agree about
bangalore,gujarati_amruth_pak,dessert,key_ingredient,no word its siblings agree about
bangalore,gujarati_pakodi_kadhi,veg_gravy,key_ingredient,no word its siblings agree about
bangalore,gulab_jamoon,dessert,key_ingredient,no word its siblings agree about
bangalore,gulkan_jamoon,dessert,key_ingredient,no word its siblings agree about
bangalore,gundoor_chicken_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,guntur_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,guntur_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,guntur_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,guntur_chicken_dry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,guntur_chicken_dry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,guntur_chicken_masala,nonveg_main,gravy_region,no word its siblings agree about
bangalore,guntur_chicken_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,guntur_chilli_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,guntur_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,haandi_chicken,nonveg_main,gravy_region,no word its siblings agree about
bangalore,haandi_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,handi_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,handi_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hariyali_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hariyali_chicken_korma,nonveg_main,gravy_region,no word its siblings agree about
bangalore,hariyali_chicken_korma,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hariyali_chicken_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hariyali_chicken_tikka,nonveg_main,gravy_region,no word its siblings agree about
bangalore,hariyali_chicken_tikka,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hariyali_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hariyali_egg_masala,nonveg_main,gravy_region,no word its siblings agree about
bangalore,hariyali_egg_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hasiru_kalu_usili,veg_dry,key_ingredient,no word its siblings agree about
bangalore,hawaiian_salad,salad,key_ingredient,no word its siblings agree about
bangalore,hawaiian_salad,salad,sub_category,no word its siblings agree about
bangalore,heerekaayi_stir_fry,veg_dry,key_ingredient,no word its siblings agree about
bangalore,heerekai_ennegayi,veg_gravy,gravy_region,no word its siblings agree about
bangalore,heerekayi_kootu,dal,key_ingredient,no word its siblings agree about
bangalore,heerekayi_masala_palya,veg_dry,key_ingredient,no word its siblings agree about
bangalore,heerekayi_with_hesuru_kalu_palya,veg_dry,key_ingredient,no word its siblings agree about
bangalore,herbed_butter_vegetable,healthy_rice,flavoured_rice_region,no word its siblings agree about
bangalore,herbed_garlic_rice,rice,flavoured_rice_region,no word its siblings agree about
bangalore,hesaru_bele_kosambari,salad,key_ingredient,no word its siblings agree about
bangalore,hesarubele_dalimba_kosambari,salad,key_ingredient,no word its siblings agree about
bangalore,hesarubele_dalimba_kosambari,salad,sub_category,no word its siblings agree about
bangalore,hesarukalu_sabsige_palya,veg_dry,key_ingredient,no word its siblings agree about
bangalore,home_style_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,home_style_egg_curry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,home_style_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,home_style_mixed_veg_curry_with_spinach,veg_gravy,gravy_region,no word its siblings agree about
bangalore,home_style_mixed_veg_curry_with_spinach,veg_gravy,is_* flags,no attribute or word its siblings agree about
bangalore,honey_chilli_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,honey_chilli_mushroom,veg_gravy,gravy_region,no word its siblings agree about
bangalore,honey_garlic_chicken,nonveg_main,gravy_region,no word its siblings agree about
bangalore,honey_garlic_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,honey_glazed_veggeis,starter,key_ingredient,no word its siblings agree about
bangalore,honeydew_cucumber_and_mint,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,honeydew_cucumber_and_mint,infused_water,sub_category,no word its siblings agree about
bangalore,hong_kong_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,horlicks_bufri,dessert,key_ingredient,no word its siblings agree about
bangalore,horsegram_with_alugadde_huli,sambar,key_ingredient,no word its siblings agree about
bangalore,hot_and_sour_chicken_soup,nonveg_soup,is_* flags,no attribute or word its siblings agree about
bangalore,hot_and_sour_chicken_soup,nonveg_soup,sub_category,no word its siblings agree about
bangalore,hot_and_sour_sesame_paneer,veg_gravy,gravy_region,no word its siblings agree about
bangalore,hot_garlic_chicken_gravy,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hunan_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hyd_chicken_65_curry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,hyd_chicken_65_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hyd_chicken_dum_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,hyd_veg_biryani,rice,flavoured_rice_region,no word its siblings agree about
bangalore,hyderabad_biryani,rice,flavoured_rice_region,no word its siblings agree about
bangalore,hyderabadi_anda,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hyderabadi_chicken_65_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hyderabadi_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,hyderabadi_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hyderabadi_chicken_korma,nonveg_main,gravy_region,no word its siblings agree about
bangalore,hyderabadi_chicken_korma,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hyderabadi_chicken_layered_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,hyderabadi_chicken_masala,nonveg_main,gravy_region,no word its siblings agree about
bangalore,hyderabadi_chicken_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hyderabadi_dum_ka_murgh,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,hyderabadi_hariyali_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,ice_cream_butterscotch,dessert,key_ingredient,no word its siblings agree about
bangalore,ice_cream_strawberry,dessert,key_ingredient,no word its siblings agree about
bangalore,ice_cream_vanilla,dessert,key_ingredient,no word its siblings agree about
bangalore,italian_chop_salad,salad,key_ingredient,no word its siblings agree about
bangalore,italian_chop_salad,salad,sub_category,no word its siblings agree about
bangalore,jack_fruit_varuval,veg_dry,key_ingredient,no word its siblings agree about
bangalore,jackfruit_payasam,dessert,key_ingredient,no word its siblings agree about
bangalore,jamun_sandwich,dessert,key_ingredient,no word its siblings agree about
bangalore,japanese_chicken_katsu,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,jeera_scented_rice,rice,flavoured_rice_region,no word its siblings agree about
bangalore,jeerasam,rasam,key_ingredient,no word its siblings agree about
bangalore,jhal_muri,starter,key_ingredient,no word its siblings agree about
bangalore,jhal_muri_chaat,starter,key_ingredient,no word its siblings agree about
bangalore,jolly_cranberry_juice_sangria,welcome_drink,drink_rule_group,no word its siblings agree about
bangalore,jolly_cranberry_juice_sangria,welcome_drink,key_ingredient,no word its siblings agree about
bangalore,kache_kela_kofta_curry,veg_gravy,key_ingredient,no word its siblings agree about
bangalore,kache_kele_ki_sabzi,veg_dry,key_ingredient,no word its siblings agree about
bangalore,kachhe_kele_ki_sukhi_subji,veg_dry,key_ingredient,no word its siblings agree about
bangalore,kachi_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kachori_chaat,starter,key_ingredient,no word its siblings agree about
bangalore,kachumber,salad,key_ingredient,no word its siblings agree about
bangalore,kadai_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kadai_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kadai_chicken_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kadai_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kadai_egg_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kadai_murgh_hara_pyaz,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kadala_aloo_gassi,veg_gravy,gravy_region,no word its siblings agree about
bangalore,kadala_curry,veg_gravy,gravy_region,no word its siblings agree about
bangalore,kadala_curry,veg_gravy,is_* flags,no attribute or word its siblings agree about
bangalore,kadala_curry,veg_gravy,key_ingredient,no word its siblings agree about
bangalore,kadala_thoran,veg_dry,key_ingredient,no word its siblings agree about
bangalore,kadale_bele_kosambari,salad,key_ingredient,no word its siblings agree about
bangalore,kai_kario_korma,veg_gravy,key_ingredient,no word its siblings agree about
bangalore,kalan,veg_gravy,gravy_region,no word its siblings agree about
bangalore,kalan,veg_gravy,key_ingredient,no word its siblings agree about
bangalore,kalan_patani_koora,veg_gravy,gravy_region,no word its siblings agree about
bangalore,kalan_patani_koora,veg_gravy,key_ingredient,no word its siblings agree about
bangalore,kali_dosa_with_khara_chutney,bread,sub_category,no word its siblings agree about
bangalore,kali_dosa_with_raw_mango_chutney,bread,sub_category,no word its siblings agree about
bangalore,kali_mirch_paratha,bread,sub_category,no word its siblings agree about
bangalore,kali_mirch_veg_kofta_curry,veg_gravy,is_* flags,no attribute or word its siblings agree about
bangalore,kalonji_chapati,bread,sub_category,no word its siblings agree about
bangalore,kandhari_murgh_kebab,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kandhari_murgh_kebab,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kanthari_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,karamani_poriyal,veg_dry,key_ingredient,no word its siblings agree about
bangalore,karavepille_egg_masala,nonveg_main,gravy_region,no word its siblings agree about
bangalore,karavepille_egg_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,karchi_bombay_halwa,dessert,key_ingredient,no word its siblings agree about
bangalore,karivepu_chitranna,rice,key_ingredient,no word its siblings agree about
bangalore,karnataka_veg_biryani,rice,flavoured_rice_region,no word its siblings agree about
bangalore,karuvepillai_chicken_curry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,karuvepillai_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kashmiri_chicken_pulao,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kasta_gajak,dessert,key_ingredient,no word its siblings agree about
bangalore,kasturi_kebab,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kasturi_kebab,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kathal_biryani,rice,flavoured_rice_region,no word its siblings agree about
bangalore,kathal_chana_dal_curry,veg_gravy,gravy_region,no word its siblings agree about
bangalore,keerai_masiyal,dal,dal_region,no word its siblings agree about
bangalore,kerala_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kerala_chicken_stew,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kerala_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kerala_egg_roast,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kerala_kozhi_kuzhambu,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kerala_nadan_kozhi_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kerala_pepper_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kerala_style_anda_roast,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kerala_style_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kerala_vegetable_stew,veg_gravy,gravy_region,no word its siblings agree about
bangalore,kiwi_pastry,dessert,key_ingredient,no word its siblings agree about
bangalore,knol_khol_masala_palya,veg_dry,key_ingredient,no word its siblings agree about
bangalore,knol_khol_palya,veg_dry,key_ingredient,no word its siblings agree about
bangalore,kofta_makhani,veg_gravy,key_ingredient,no word its siblings agree about
bangalore,kokum_juice,welcome_drink,drink_rule_group,no word its siblings agree about
bangalore,kolhapuri_egg_masala,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kolhapuri_egg_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kolkata_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kolkata_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kolkata_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kori_ajadina,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kori_ajadina,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kosha_mangsho,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kosha_mangsho,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kothimeera_kodiguddu,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kothimeera_kodiguddu,nonveg_main,key_ingredient,no word its siblings agree about
bangalore,kothimeera_kodiguddu,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kothmiri_bhat,rice,flavoured_rice_region,no word its siblings agree about
bangalore,kothmiri_bhat,rice,key_ingredient,no word its siblings agree about
bangalore,kottayam_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kovakkai_thoran,veg_dry,key_ingredient,no word its siblings agree about
bangalore,kovakkai_varuval,veg_dry,key_ingredient,no word its siblings agree about
bangalore,kozhi_kuzhambu,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kozhi_varutharacha_kuzhambu,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kozhikod_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kuchamber_salad,salad,key_ingredient,no word its siblings agree about
bangalore,kuchamber_salad,salad,sub_category,no word its siblings agree about
bangalore,kumbh_kaju_shabnam,veg_gravy,gravy_region,no word its siblings agree about
bangalore,kumbh_kaju_shabnam,veg_gravy,is_* flags,no attribute or word its siblings agree about
bangalore,kundapaur_chicken_masala,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kundapur_veg_biryani,rice,flavoured_rice_region,no word its siblings agree about
bangalore,kundapura_chicken,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kundapura_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kundapura_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kundapura_chicken_fry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,kundapura_chicken_fry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,kung_pao_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,laal_murgh,nonveg_main,gravy_region,no word its siblings agree about
bangalore,laal_murgh,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,laksa,nonveg_soup,is_* flags,no attribute or word its siblings agree about
bangalore,laksa,nonveg_soup,key_ingredient,no word its siblings agree about
bangalore,laksa,nonveg_soup,sub_category,no word its siblings agree about
bangalore,lasooni_murgh,nonveg_main,gravy_region,no word its siblings agree about
bangalore,lasooni_murgh,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,layer_chicken_dum_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,leeks_and_lemon,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,leeks_and_lemon,infused_water,sub_category,no word its siblings agree about
bangalore,lemon_and_celery_detox_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,lemon_and_celery_detox_water,infused_water,sub_category,no word its siblings agree about
bangalore,lemon_and_cloves_detox_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,lemon_and_cloves_detox_water,infused_water,sub_category,no word its siblings agree about
bangalore,lemon_and_green_leaves_infused_water,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,lemon_and_green_leaves_infused_water,infused_water,sub_category,no word its siblings agree about
bangalore,lemon_chicken_dry,nonveg_main,gravy_region,no word its siblings agree about
bangalore,lemon_chicken_dry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,lemon_cilantro_rice,rice,flavoured_rice_region,no word its siblings agree about
bangalore,lemon_coriander_rice,rice,flavoured_rice_region,no word its siblings agree about
bangalore,lemon_garlic_chicken,nonveg_main,gravy_region,no word its siblings agree about
bangalore,lemon_garlic_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,lemon_ginger_zing,infused_water,is_* flags,no attribute or word its siblings agree about
bangalore,lemon_ginger_zing,infused_water,sub_category,no word its siblings agree about
bangalore,lemon_mint_and_subza_cooler,welcome_drink,drink_rule_group,no word its siblings agree about
bangalore,lemon_rice_with_chutney,rice,flavoured_rice_region,no word its siblings agree about
bangalore,lobiya_capsicum_masala,veg_gravy,is_* flags,no attribute or word its siblings agree about
bangalore,louki_kofta_curry,veg_gravy,key_ingredient,no word its siblings agree about
bangalore,luchi,bread,key_ingredient,no word its siblings agree about
bangalore,luchi,bread,sub_category,no word its siblings agree about
bangalore,luckhnowi_murgh_korma,nonveg_main,gravy_region,no word its siblings agree about
bangalore,luckhnowi_murgh_korma,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,lucknowi_anda_korma,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,lucknowi_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,lucknowi_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,lucknowi_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,lychee_lime_cooler,welcome_drink,drink_rule_group,no word its siblings agree about
bangalore,macaroni_alfredo,rice,flavoured_rice_region,no word its siblings agree about
bangalore,macaroni_in_white_sauce,rice,flavoured_rice_region,no word its siblings agree about
bangalore,madras_chicken,nonveg_main,gravy_region,no word its siblings agree about
bangalore,madras_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,madras_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,makai_mutter_harapyaza,veg_gravy,is_* flags,no attribute or word its siblings agree about
bangalore,malabar_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,malabar_chicken_biryani,nonveg_main,gravy_region,no word its siblings agree about
bangalore,malabar_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,malabar_egg_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,malabar_egg_kurma,nonveg_main,gravy_region,no word its siblings agree about
bangalore,malabar_egg_kurma,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,malabar_egg_roast,nonveg_main,gravy_region,no word its siblings agree about
bangalore,malabar_egg_roast,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,malabar_kurma,veg_gravy,key_ingredient,no word its siblings agree about
bangalore,malabar_mixed_veg_korma,veg_gravy,gravy_region,no word its siblings agree about
bangalore,malabar_roast_chicken,nonveg_main,gravy_region,no word its siblings agree about
bangalore,malabar_roast_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,malai_chicken,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,malai_chicken_curry,nonveg_main,nonveg_biryani_region,no word its siblings agree about
bangalore,malai_chicken_dry,nonveg_main,gravy_region,no word its siblings agree about
