city,item,course_type,client,why_not
bangalore,hyderabadi_chicken_masala,nonveg_main,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,hyderabadi_murgh_korma,nonveg_main,Stripe,no colour-bearing word in the name
bangalore,hyderabadi_mushroom_curry,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,hyderabadi_paneer_kurma,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,hyderabadi_veg_curry,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,ice_cream_butterscotch,dessert,Booking.com,no colour-bearing word in the name
bangalore,ice_cream_chocolate,dessert,Booking.com,no colour-bearing word in the name
bangalore,ice_cream_strawberry,dessert,Booking.com,no colour-bearing word in the name
bangalore,ice_cream_vanilla,dessert,Booking.com,no colour-bearing word in the name
bangalore,imarti,dessert,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,imli_rasam,rasam,Citrix,no colour-bearing word in the name
bangalore,inji_rasam,rasam,Citrix,no colour-bearing word in the name
bangalore,italian_chop_salad,salad,Citrix,no colour-bearing word in the name
bangalore,jack_fruit_varuval,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,jackfruit_payasam,dessert,Citrix,no colour-bearing word in the name
bangalore,jaipuri_dal,dal,Citrix,no colour-bearing word in the name
bangalore,jal_jeera,welcome_drink,"Booking.com,MOengage",no colour-bearing word in the name
bangalore,jalebi_with_rabdi,dessert,Citrix,no colour-bearing word in the name
bangalore,jeera_chapati,bread,"Booking.com,Stripe,Stryker,MOengage",no colour-bearing word in the name
bangalore,jeera_scented_rice,rice,MOengage,no colour-bearing word in the name
bangalore,jeerasam,rasam,MOengage,no colour-bearing word in the name
bangalore,jelabi,dessert,MOengage,no colour-bearing word in the name
bangalore,jhal_muri,starter,Stryker,no colour-bearing word in the name
bangalore,jhal_muri_chaat,starter,Stryker,no colour-bearing word in the name
bangalore,jilebi,dessert,Stryker,no colour-bearing word in the name
bangalore,jodhapuri_aloo_pyaz_dry,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,jodhpuri_mirchi_vada,starter,MOengage,no colour-bearing word in the name
bangalore,jodhpuri_subz_masala,starter,Stripe,no colour-bearing word in the name
bangalore,jodhpuri_veg_pulao,rice,Citrix,no colour-bearing word in the name
bangalore,jolly_cranberry_juice_sangria,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,kabuli_chana_chaat,salad,Booking.com,no colour-bearing word in the name
bangalore,kabuli_chana_kofta_biryani,rice,Citrix,no colour-bearing word in the name
bangalore,kache_kela_kofta_curry,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,kache_kele_ki_sabzi,veg_dry,Citrix,no colour-bearing word in the name
bangalore,kachhe_kele_ki_sukhi_subji,veg_dry,MOengage,no colour-bearing word in the name
bangalore,kachi_chicken_biryani,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kachori_chaat,starter,Booking.com,no colour-bearing word in the name
bangalore,kachumber,salad,MOengage,no colour-bearing word in the name
bangalore,kadai_brinjal_masala,veg_dry,MOengage,no colour-bearing word in the name
bangalore,kadai_egg,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kadai_mix_veg_mushroom,veg_dry,MOengage,no colour-bearing word in the name
bangalore,kadai_soya,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,kadai_soya_curry,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,kadai_soya_masala,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,kadai_style_mixed_vegetable_curry,veg_gravy,"Booking.com,MOengage",no colour-bearing word in the name
bangalore,kadai_veg_and_babycorn,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,kadai_vegetable_masala,veg_dry,MOengage,no colour-bearing word in the name
bangalore,kadala_aloo_gassi,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,kadala_curry,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,kadala_thoran,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,kadale_bele_kosambari,salad,Citrix,no colour-bearing word in the name
bangalore,kaddu_ki_kheer,dessert,Stryker,no colour-bearing word in the name
bangalore,kaddu_shimla_mirch_sabzi,veg_dry,Citrix,no colour-bearing word in the name
bangalore,kadhai_chicken,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kadhai_mushroom,veg_gravy,"MOengage,Citrix",no colour-bearing word in the name
bangalore,kadhai_paneer,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,kadhai_veg,veg_dry,Citrix,no colour-bearing word in the name
bangalore,kadhi_pakoda,veg_gravy,"Booking.com,MOengage,Citrix",no colour-bearing word in the name
bangalore,kadhi_paneer,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,kadle_bele_sabbakki_payasam,dessert,Citrix,no colour-bearing word in the name
bangalore,kadle_sukka,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,kai_kario_korma,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,kala_chana_kadhi,veg_gravy,MOengage,no colour-bearing word in the name
bangalore,kala_chana_masala_curry,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,kala_chana_pindi,dal,Booking.com,no colour-bearing word in the name
bangalore,kalan,sambar,Booking.com,no colour-bearing word in the name
bangalore,kalan_patani_koora,veg_gravy,Stripe,no colour-bearing word in the name
bangalore,kali_dal,dal,Booking.com,no colour-bearing word in the name
bangalore,kali_dosa_with_raw_mango_chutney,bread,Citrix,"its words disagree ({'brown': 1, 'yellow': 1})"
bangalore,kali_mirch_paratha,bread,Citrix,no colour-bearing word in the name
bangalore,kali_mirch_rasam,rasam,Citrix,no colour-bearing word in the name
bangalore,kali_mirch_veg_kofta_curry,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,kalonji_chapati,bread,Booking.com,no colour-bearing word in the name
bangalore,karamani_poriyal,veg_dry,Citrix,no colour-bearing word in the name
bangalore,karavepille_egg_masala,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,karchi_bombay_halwa,dessert,Stryker,no colour-bearing word in the name
bangalore,karela_khatta_meetha,veg_dry,Citrix,no colour-bearing word in the name
bangalore,karela_pyaz_hari_mirchi_fry,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,karela_sabzi,veg_dry,Citrix,no colour-bearing word in the name
bangalore,karela_subji,veg_dry,Citrix,no colour-bearing word in the name
bangalore,karivepu_chitranna,rice,Citrix,no colour-bearing word in the name
bangalore,karnataka_sambar,sambar,Booking.com,no colour-bearing word in the name
bangalore,karnataka_stlye_menthiya_pulao,rice,Citrix,no colour-bearing word in the name
bangalore,karnataka_veg_biryani,rice,Citrix,no colour-bearing word in the name
bangalore,karuvepillai_chicken_curry,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kasta_gajak,dessert,Booking.com,no colour-bearing word in the name
bangalore,kasta_khaja,dessert,Booking.com,no colour-bearing word in the name
bangalore,kasturia_kebab,nonveg_main,MOengage,no colour-bearing word in the name
bangalore,kathal_biryani,rice,Citrix,no colour-bearing word in the name
bangalore,kathal_chana_dal_curry,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,kerala_egg_curry,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kerala_egg_roast,nonveg_main,"MOengage,Citrix",no colour-bearing word in the name
bangalore,kerala_nadan_kozhi_curry,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kerala_style_anda_roast,nonveg_main,"MOengage,Citrix",no colour-bearing word in the name
bangalore,kerala_vegetable_stew,veg_gravy,MOengage,no colour-bearing word in the name
bangalore,kesar_badam_milk,welcome_drink,Stryker,no colour-bearing word in the name
bangalore,kesar_doodh_peda,dessert,Citrix,no colour-bearing word in the name
bangalore,khatti_meethi_dal,dal,Citrix,no colour-bearing word in the name
bangalore,kiwi_mojito,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,kiwi_pastry,dessert,Booking.com,no colour-bearing word in the name
bangalore,kodi_guddu_masala,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kofta_makhani,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,kokum_juice,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,kolhapuri_egg_masala,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kolhapuri_veg,veg_dry,MOengage,no colour-bearing word in the name
bangalore,kolkata_aloo_biryani,rice,Stryker,no colour-bearing word in the name
bangalore,kolkata_dal,dal,Citrix,no colour-bearing word in the name
bangalore,kollu_rasam,rasam,Citrix,no colour-bearing word in the name
bangalore,kothamalli_karunjeeragam_lemon_rasam,rasam,Stripe,no colour-bearing word in the name
bangalore,kothimeera_kodiguddu,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kothmiri_bhat,rice,Booking.com,no colour-bearing word in the name
bangalore,kothu_paratha,starter,Booking.com,no colour-bearing word in the name
bangalore,kothu_paratha_with_salna,starter,Booking.com,no colour-bearing word in the name
bangalore,kottambari_rasam,rasam,MOengage,no colour-bearing word in the name
bangalore,kovakai_sambar,sambar,Booking.com,no colour-bearing word in the name
bangalore,kovakkai_sambar,sambar,Citrix,no colour-bearing word in the name
bangalore,kovakkai_thoran,veg_dry,Citrix,no colour-bearing word in the name
bangalore,kovakkai_varuval,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,kozhi_varutharacha_kuzhambu,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,kozhikod_chicken_biryani,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,kozi_varutharacha_curry,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,kuchamber_salad,salad,Booking.com,no colour-bearing word in the name
bangalore,kukkad_curry,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,kumbalakayi_sambar,sambar,"Citrix,Booking.com",no colour-bearing word in the name
bangalore,kumbh_kaju_shabnam,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,kumblekai_majjige_huli,curd_side,Booking.com,no colour-bearing word in the name
bangalore,kundapur_veg_biryani,rice,Citrix,no colour-bearing word in the name
bangalore,kundapura_chicken,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,laal_murgh,nonveg_main,Stripe,no colour-bearing word in the name
bangalore,laksa,nonveg_soup,Booking.com,no colour-bearing word in the name
bangalore,lasooni_dal_tadka,dal,Booking.com,no colour-bearing word in the name
bangalore,lasooni_masur_dal_fry,dal,Stryker,no colour-bearing word in the name
bangalore,lasooni_murgh,nonveg_main,MOengage,no colour-bearing word in the name
bangalore,lauki_chana_dal,dal,Citrix,no colour-bearing word in the name
bangalore,lauki_do_pyaza,veg_dry,Citrix,no colour-bearing word in the name
bangalore,lauki_kabuli_chana_subji,veg_dry,Stryker,no colour-bearing word in the name
bangalore,lauki_kadhi_pakodi,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,lauki_pakodi_kadhi,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,lauki_soup,soup,Booking.com,no colour-bearing word in the name
bangalore,layer_chicken_dum_biryani,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,leeks_and_lemon,infused_water,Booking.com,no colour-bearing word in the name
bangalore,lehsoni_dal_fry,dal,Citrix,no colour-bearing word in the name
bangalore,lehsooni_dal,dal,Citrix,no colour-bearing word in the name
bangalore,lehsuni_chana_dal,dal,Citrix,no colour-bearing word in the name
bangalore,lehsuni_dal,dal,Citrix,no colour-bearing word in the name
bangalore,lehsuni_dal_tadka,dal,Citrix,no colour-bearing word in the name
bangalore,lemon_and_celery_detox_water,infused_water,Booking.com,no colour-bearing word in the name
bangalore,lemon_and_cloves_detox_water,infused_water,Booking.com,no colour-bearing word in the name
bangalore,lemon_chicken_dry,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,lemon_cilantro_rice,rice,Stryker,no colour-bearing word in the name
bangalore,lemon_cucumber_water,infused_water,Booking.com,no colour-bearing word in the name
bangalore,lemon_ginger_rasam,rasam,Citrix,no colour-bearing word in the name
bangalore,lemon_ginger_zing,infused_water,Booking.com,no colour-bearing word in the name
bangalore,lemon_iced_tea,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,lemon_mint_and_subza_cooler,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,lemon_mojito,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,lemon_rice_with_chuteny,rice,MOengage,no colour-bearing word in the name
bangalore,lobia_masala,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,lobiya_capsicum_masala,veg_gravy,Stryker,no colour-bearing word in the name
bangalore,long_beans_sabzi,veg_dry,Citrix,no colour-bearing word in the name
bangalore,louki_chana,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,louki_dal,dal,Booking.com,no colour-bearing word in the name
bangalore,louki_kofta_curry,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,louki_lobia_masala,veg_gravy,Stryker,no colour-bearing word in the name
bangalore,louki_mrichi_ka_salan,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,louki_soya_chatpata,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,luchi,bread,Stryker,no colour-bearing word in the name
bangalore,luckhnowi_murgh_korma,nonveg_main,MOengage,no colour-bearing word in the name
bangalore,luncha,dessert,Booking.com,no colour-bearing word in the name
bangalore,lychee_lime_cooler,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,maaki_dal,dal,Booking.com,no colour-bearing word in the name
bangalore,madras_chicken,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,madras_garlic_rasam,rasam,Citrix,no colour-bearing word in the name
bangalore,madras_sambar,sambar,Citrix,no colour-bearing word in the name
bangalore,majige_huli,dal,"Stryker,Citrix",no colour-bearing word in the name
bangalore,majje_huli,dal,MOengage,no colour-bearing word in the name
bangalore,makai_mutter_harapyaza,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,makai_pulao,rice,"Booking.com,Stripe",no colour-bearing word in the name
bangalore,malabar_egg_kurma,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,malabar_kurma,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,malabar_mixed_veg_korma,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,malabar_paneer_curry,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,malai_chicken_curry,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,malai_lauki_kofta_curry,veg_gravy,MOengage,no colour-bearing word in the name
bangalore,malai_sandwich,dessert,"Booking.com,MOengage",no colour-bearing word in the name
bangalore,malaysian_fried_rice,rice,Booking.com,no colour-bearing word in the name
bangalore,malpua_with_rabri,dessert,"Stripe,Citrix",no colour-bearing word in the name
bangalore,malvani_chicken_curry,nonveg_main,Stryker,no colour-bearing word in the name
bangalore,manathakkali_vathal_kuzhambu,sambar,Citrix,no colour-bearing word in the name
bangalore,manga_paruppu_curry,dal,Booking.com,no colour-bearing word in the name
bangalore,manga_paruppu_vada,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,mangalore_avarekalu_gassi,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mangalore_bonda,starter,Citrix,no colour-bearing word in the name
bangalore,mangalore_bun_with_chutney,bread,Citrix,no colour-bearing word in the name
bangalore,mangalore_chicken_sukka,nonveg_main,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,mangalore_egg_curry,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,mangalore_veg_gassi,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mangalore_veg_sagu,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,masala_dal_khichdi,rice,Citrix,no colour-bearing word in the name
bangalore,masala_lemon_soda,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,masala_millet,healthy_rice,Booking.com,no colour-bearing word in the name
bangalore,masala_puri,starter,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,masala_puri_chaat,starter,Stryker,no colour-bearing word in the name
bangalore,masala_puri_live_chaat,starter,MOengage,no colour-bearing word in the name
bangalore,masala_ragi_rotti,bread,Citrix,no colour-bearing word in the name
bangalore,masala_ragi_rotti_with_khara_chutney,bread,Citrix,no colour-bearing word in the name
bangalore,masala_vada_with_chutney,starter,MOengage,no colour-bearing word in the name
bangalore,masaledar_rice,rice,MOengage,no colour-bearing word in the name
bangalore,masoor_chana_adraki,dal,Stripe,no colour-bearing word in the name
bangalore,masoor_dal_masala,dal,Citrix,no colour-bearing word in the name
bangalore,masoor_makhani,dal,Citrix,no colour-bearing word in the name
bangalore,masoor_tadka,dal,Citrix,no colour-bearing word in the name
bangalore,matar_chale_masala,veg_gravy,MOengage,no colour-bearing word in the name
bangalore,matar_paneer,veg_gravy,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,matar_pulao,rice,Citrix,no colour-bearing word in the name
bangalore,matka_kulfi,dessert,Stripe,no colour-bearing word in the name
bangalore,mavinakayi_chitharana,rice,Stryker,no colour-bearing word in the name
bangalore,mavinakayi_chitranna,rice,Citrix,no colour-bearing word in the name
bangalore,maxican_garlic_rice,rice,MOengage,no colour-bearing word in the name
bangalore,meethi_lassi,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,mehgna_style_chicken_biryani,nonveg_main,MOengage,no colour-bearing word in the name
bangalore,mehgna_style_veg_biryani,rice,MOengage,no colour-bearing word in the name
bangalore,menthya_bath_udupi_style,rice,Citrix,no colour-bearing word in the name
bangalore,menthya_rice,rice,Citrix,no colour-bearing word in the name
bangalore,menthyabath,rice,Stryker,no colour-bearing word in the name
bangalore,methi_chapati_dosa,bread,MOengage,"its words disagree ({'green': 1, 'brown': 1})"
bangalore,mexican_chicken_and_bean_soup,nonveg_soup,Booking.com,no colour-bearing word in the name
bangalore,mexican_chicken_soup,nonveg_soup,Booking.com,no colour-bearing word in the name
bangalore,mexican_chop_salad,salad,Citrix,no colour-bearing word in the name
bangalore,mexican_fried_rice,rice,Citrix,no colour-bearing word in the name
bangalore,mexican_street_corn_salad,salad,Citrix,no colour-bearing word in the name
bangalore,milagu_kai_curry,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,milagu_rasam,rasam,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,military_hotel_chicken_sukka,nonveg_main,Stripe,no colour-bearing word in the name
bangalore,millet_and_dal_kitchadi,healthy_rice,Booking.com,no colour-bearing word in the name
bangalore,millet_upma,healthy_rice,MOengage,no colour-bearing word in the name
bangalore,millets_khichdi,rice,MOengage,no colour-bearing word in the name
bangalore,miloni_subz_dry,veg_dry,Citrix,no colour-bearing word in the name
bangalore,minestrone_geovise,soup,Booking.com,no colour-bearing word in the name
bangalore,minestrone_soup,soup,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,mint_chapati,bread,Booking.com,no colour-bearing word in the name
bangalore,mint_lime_cooler,welcome_drink,MOengage,no colour-bearing word in the name
bangalore,mint_lime_juice,welcome_drink,"Stripe,Stryker",no colour-bearing word in the name
bangalore,mint_mojito,welcome_drink,Booking.com,no colour-bearing word in the name
bangalore,mint_onion_pulao,rice,Stryker,no colour-bearing word in the name
bangalore,mint_raitha,curd_side,Citrix,no colour-bearing word in the name
bangalore,mint_rasam,rasam,"Booking.com,Stripe,MOengage,Citrix",no colour-bearing word in the name
bangalore,mirch_ka_salan,dal,Booking.com,no colour-bearing word in the name
bangalore,mirchi_ka_kalan,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,misal_pav,starter,Booking.com,no colour-bearing word in the name
bangalore,mix_bajji,starter,Citrix,no colour-bearing word in the name
bangalore,mix_leaves_sambar,sambar,Booking.com,no colour-bearing word in the name
bangalore,mix_pasta_salad,salad,Booking.com,no colour-bearing word in the name
bangalore,mix_sprout_chaat,starter,Citrix,no colour-bearing word in the name
bangalore,mix_veg_65,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,mix_veg_babycorn_pulao,rice,Citrix,no colour-bearing word in the name
bangalore,mix_veg_bon_bon,starter,MOengage,no colour-bearing word in the name
bangalore,mix_veg_bonda,starter,Citrix,no colour-bearing word in the name
bangalore,mix_veg_chatpata,veg_dry,Citrix,no colour-bearing word in the name
bangalore,mix_veg_corn_salad,salad,Citrix,no colour-bearing word in the name
bangalore,mix_veg_curry,veg_gravy,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,mix_veg_cutlet,starter,Stryker,no colour-bearing word in the name
bangalore,mix_veg_do_pyaza,veg_dry,Citrix,no colour-bearing word in the name
bangalore,mix_veg_dum_biryani,rice,Citrix,no colour-bearing word in the name
bangalore,mix_veg_fried_rice,rice,Citrix,no colour-bearing word in the name
bangalore,mix_veg_in_dark_soya,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,mix_veg_jalfrezi,veg_dry,"Booking.com,Stryker,Citrix",no colour-bearing word in the name
bangalore,mix_veg_kalimirch,veg_gravy,"MOengage,Citrix",no colour-bearing word in the name
bangalore,mix_veg_kathi_roll,starter,Booking.com,no colour-bearing word in the name
bangalore,mix_veg_kofta,veg_gravy,Stripe,no colour-bearing word in the name
bangalore,mix_veg_kofta_pulao,rice,Booking.com,no colour-bearing word in the name
bangalore,mix_veg_korma,veg_gravy,"Booking.com,MOengage",no colour-bearing word in the name
bangalore,mix_veg_korma_udipi_style,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,mix_veg_kurchan,veg_gravy,Booking.com,no colour-bearing word in the name
bangalore,mix_veg_kurma,veg_gravy,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,mix_veg_onion_pokoda,starter,MOengage,no colour-bearing word in the name
bangalore,mix_veg_paneer_do_pyaza,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mix_veg_paneer_tikka_biryani,rice,Citrix,no colour-bearing word in the name
bangalore,mix_veg_pepper_curry,veg_gravy,MOengage,no colour-bearing word in the name
bangalore,mix_veg_poriyal,veg_dry,"Booking.com,MOengage,Citrix",no colour-bearing word in the name
bangalore,mix_veg_salt_and_pepper,starter,Citrix,no colour-bearing word in the name
bangalore,mix_veg_salt_and_pepper_roasted_in_combi_oven,starter,Citrix,no colour-bearing word in the name
bangalore,mix_veg_sambar,sambar,"Booking.com,Stryker,MOengage,Citrix",no colour-bearing word in the name
bangalore,mix_veg_sukha,veg_dry,MOengage,no colour-bearing word in the name
bangalore,mixed_crush,welcome_drink,MOengage,no colour-bearing word in the name
bangalore,mixed_dal_khichdi,rice,Citrix,no colour-bearing word in the name
bangalore,mixed_fruit_crush,welcome_drink,MOengage,no colour-bearing word in the name
bangalore,mixed_veg,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,mixed_yellow_dal_tadka,dal,Stripe,no colour-bearing word in the name
bangalore,mocca_tiramisu,dessert,Booking.com,no colour-bearing word in the name
bangalore,mohabbat_ka_sharbath,welcome_drink,"Booking.com,Stripe",no colour-bearing word in the name
bangalore,molake_kalu_gassi,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,molakekalu_saru,veg_gravy,Stryker,no colour-bearing word in the name
bangalore,mongolian_chicken,nonveg_main,MOengage,no colour-bearing word in the name
bangalore,mooli_paratha,bread,Citrix,no colour-bearing word in the name
bangalore,mooli_sambar,sambar,Citrix,no colour-bearing word in the name
bangalore,moong_dal_butter_fry,dal,Stryker,no colour-bearing word in the name
bangalore,moong_dal_fry,dal,"Stryker,Citrix",no colour-bearing word in the name
bangalore,moong_masoor_tadka,dal,Citrix,no colour-bearing word in the name
bangalore,moong_sprouts_salad,salad,Stripe,no colour-bearing word in the name
bangalore,moongdal_khichdi,rice,Citrix,no colour-bearing word in the name
bangalore,mothichur_laddu,dessert,Citrix,no colour-bearing word in the name
bangalore,motichoor_ladoo,dessert,"MOengage,Citrix",no colour-bearing word in the name
bangalore,motichor_ladhu,dessert,"Booking.com,MOengage",no colour-bearing word in the name
bangalore,motichur_laddoo,dessert,Stryker,no colour-bearing word in the name
bangalore,motichur_laddu,dessert,Citrix,no colour-bearing word in the name
bangalore,motichur_ladhu,dessert,MOengage,no colour-bearing word in the name
bangalore,motichur_ladoo,dessert,Citrix,no colour-bearing word in the name
bangalore,mughalai_chicken_masala,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,mughlai_chicken_zafrani_curry,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,mughlai_paratha,bread,Citrix,no colour-bearing word in the name
bangalore,mulagatwani_soup,soup,Citrix,no colour-bearing word in the name
bangalore,mulangi_sambar,sambar,"Booking.com,Stryker,MOengage,Citrix",no colour-bearing word in the name
bangalore,mulligatawny_chicken_soup,nonveg_soup,Booking.com,no colour-bearing word in the name
bangalore,murabadi_dal_tadka,dal,Stryker,no colour-bearing word in the name
bangalore,muradabadi_chicken_biryani,nonveg_main,"Stripe,Citrix",no colour-bearing word in the name
bangalore,muradabadi_veg_biryani,rice,Stripe,no colour-bearing word in the name
bangalore,murgh_awadhi_korma,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,murgh_badami_shorba,nonveg_soup,Booking.com,no colour-bearing word in the name
bangalore,murgh_dum_biryani,nonveg_main,MOengage,no colour-bearing word in the name
bangalore,murgh_kolhapuri,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,murgh_lababdar,nonveg_main,"Booking.com,Citrix",no colour-bearing word in the name
bangalore,murgh_lalmaas,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,murgh_lazzez,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,murgh_makahana_korma,nonveg_main,MOengage,no colour-bearing word in the name
bangalore,murgh_nizami,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,murgh_pasanda,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,murgh_patiala,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,murgh_razala,nonveg_main,MOengage,no colour-bearing word in the name
bangalore,murgh_saagwala,nonveg_main,"MOengage,Citrix",no colour-bearing word in the name
bangalore,murgh_shahjahani,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,mushmelon_cooler,welcome_drink,MOengage,no colour-bearing word in the name
bangalore,mushroom_and_corn_croquetes,starter,Stripe,no colour-bearing word in the name
bangalore,mushroom_babycorn_pepper_chilli_semi_gravy,veg_dry,Booking.com,no colour-bearing word in the name
bangalore,mushroom_capsicum_ghee_roast,veg_dry,Citrix,no colour-bearing word in the name
bangalore,mushroom_capsicum_pepper_fry,veg_dry,Citrix,no colour-bearing word in the name
bangalore,mushroom_chilli,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mushroom_dum_biryani,rice,Citrix,no colour-bearing word in the name
bangalore,mushroom_ghee_roast_semi_gravy,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mushroom_kali_mirch,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mushroom_kali_mirch_masala,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mushroom_kurma,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mushroom_makhani,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mushroom_peas_curry,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mushroom_vegetable_chilli,veg_gravy,Citrix,no colour-bearing word in the name
bangalore,mysore_brinjal_aloo_sambar,sambar,Citrix,no colour-bearing word in the name
bangalore,mysore_chicken_curry,nonveg_main,Citrix,no colour-bearing word in the name
bangalore,nachos_with_salsa,starter,Booking.com,no colour-bearing word in the name
bangalore,nadan_chicken_curry,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,nadan_kozhi_curry,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,nallampatti_chicken_curry,nonveg_main,Booking.com,no colour-bearing word in the name
bangalore,nannari_sharbath,welcome_drink,"Booking.com,MOengage",no colour-bearing word in the name
bangalore,narthangai_rasam,rasam,Citrix,no colour-bearing word in the name
bangalore,nati_style_chicken_biryani,nonveg_main,"Stryker,Citrix",no colour-bearing word in the name
bangalore,nati_style_chicken_masala,nonveg_main,Citrix,no colour-bearing word in the name
