city,item,course_type,flagged_color,current_color,in_city_list,confidence,richness_score,spice_level,texture
ncr,fried_idli,bread,brown,brown,yes,0.569,2,0,crisp
ncr,fried_jeera_aloo,veg_dry,brown,brown,yes,0.569,4,1,crisp
ncr,fruit_muffin,dessert,brown,brown,yes,0.569,4,0,fresh
ncr,fry_adraki_gobi_masala,veg_dry,red,red,yes,0.569,4,2,crisp
ncr,fry_arbi_masala,veg_dry,red,red,yes,0.569,4,2,crisp
ncr,ghiya_chana,veg_gravy,green,green,yes,0.569,2,1,saucy
ncr,ghiya_chana_coot,veg_dry,green,green,yes,0.569,2,1,dry
ncr,ghiya_chana_masala,veg_gravy,red,red,yes,0.569,2,2,saucy
ncr,ghiya_masala,veg_gravy,red,red,yes,0.569,2,2,saucy
ncr,ghiya_masala_chatpatta,veg_dry,red,red,yes,0.569,2,2,saucy
ncr,ghiya_soya,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,ghiya_vadi_rasmissi,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,gobi_aloo_masala,rice,red,red,yes,0.569,2,1,saucy
ncr,gobi_matar,veg_dry,red,red,yes,0.569,2,1,dry
ncr,gobi_matar_adraki,veg_dry,yellow,yellow,yes,0.569,2,1,dry
ncr,gur_k_laddu,dessert,brown,brown,yes,0.569,4,0,soft
ncr,hyderabadi_chicken_masala,nonveg_main,red,red,yes,0.569,3,2,saucy
ncr,jaipuri_bhindi_masala,veg_dry,red,red,yes,0.569,2,2,saucy
ncr,jal_jeera,veg_gravy,brown,brown,yes,0.569,2,1,saucy
ncr,jangli_chicken_masala,nonveg_main,red,red,yes,0.569,3,2,saucy
ncr,jeera_lauki,veg_dry,brown,brown,yes,0.569,2,1,dry
ncr,jeera_potato,veg_gravy,brown,brown,yes,0.569,2,1,saucy
ncr,jodhpuri_aloo,veg_dry,green,green,yes,0.569,2,1,dry
ncr,jodhpuri_ladoo,dessert,brown,brown,yes,0.569,5,0,soft
ncr,jungali_chicken,nonveg_main,red,red,yes,0.569,3,1,saucy
ncr,kabuli_chana_chaat,salad,green,green,yes,0.569,1,0,crisp
ncr,kala_chana_mix_sprout,salad,red,red,yes,0.569,1,0,fresh
ncr,kala_chana_rasedar,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,kala_chana_rasmisa,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,kathal_biryani,rice,yellow,yellow,yes,0.569,4,0,grainy
ncr,kathal_do_pyaza,veg_dry,red,red,yes,0.569,2,1,dry
ncr,kathal_fry,veg_gravy,yellow,yellow,yes,0.569,4,1,crisp
ncr,kathal_masala,veg_dry,red,red,yes,0.569,2,2,saucy
ncr,kerla_chicken,nonveg_main,red,red,yes,0.569,3,1,saucy
ncr,khathal_masala,veg_dry,red,red,yes,0.569,2,2,saucy
ncr,khoya_barfi,dessert,yellow,yellow,yes,0.569,5,0,soft
ncr,kolkatta_chicken_rezela,nonveg_main,red,red,yes,0.569,3,1,saucy
ncr,kumbh_matar_masala,veg_gravy,red,red,yes,0.569,2,2,saucy
ncr,laccha_onion,veg_gravy,brown,brown,yes,0.569,2,1,saucy
ncr,lachha_onion,salad,brown,brown,yes,0.569,1,0,fresh
ncr,ladoo,dessert,brown,brown,yes,0.569,5,0,soft
ncr,lauki_jeera,veg_dry,brown,brown,yes,0.569,2,1,dry
ncr,lauki_ki_subz,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,lemon_pennut_rice,rice,yellow,yellow,yes,0.569,2,0,grainy
ncr,lemon_water,veg_gravy,yellow,yellow,yes,0.569,1,1,fresh
ncr,lemonade_water,veg_gravy,white,white,yes,0.569,1,1,fresh
ncr,madrasi_curried_vegetables,veg_gravy,brown,brown,yes,0.569,2,1,saucy
ncr,makhni_subz,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,mangodi,veg_gravy,yellow,yellow,yes,0.569,2,1,saucy
ncr,mangodi_aloo,veg_gravy,yellow,yellow,yes,0.569,2,1,saucy
ncr,masala_chaanch,veg_gravy,red,red,yes,0.569,2,2,saucy
ncr,massor_pak,dessert,orange,orange,yes,0.569,4,0,soft
ncr,matar_mashroom,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,matar_mushroom,veg_gravy,brown,brown,yes,0.569,2,1,saucy
ncr,matar_rice,rice,brown,brown,yes,0.569,2,0,grainy
ncr,mirch_ka_achaar,veg_gravy,red,red,yes,0.569,2,2,saucy
ncr,mooti_choor_laddu,dessert,brown,brown,yes,0.569,4,0,soft
ncr,motichoor_ladoo,dessert,brown,brown,yes,0.569,5,0,soft
ncr,motichur_ladoo,dessert,brown,brown,yes,0.569,5,0,soft
ncr,multi_grain_laddu,dessert,brown,brown,yes,0.569,4,0,soft
ncr,mutter_mushroom,veg_gravy,brown,brown,yes,0.569,2,1,saucy
ncr,neutrela_rice,rice,brown,brown,yes,0.569,2,0,grainy
ncr,nutrella_matar,veg_dry,red,red,yes,0.569,2,1,dry
ncr,nutri_capsicum,veg_gravy,brown,brown,yes,0.569,2,1,saucy
ncr,nutri_corn_masala,veg_gravy,red,red,yes,0.569,2,2,saucy
ncr,nutri_masala,veg_dry,red,red,yes,0.569,2,2,saucy
ncr,nutri_matar_masala,veg_dry,red,red,yes,0.569,2,2,saucy
ncr,onion_saute_rice,rice,brown,brown,yes,0.569,2,0,grainy
ncr,panchporan_aloo,veg_dry,red,red,yes,0.569,2,1,dry
ncr,pasta,salad,red,red,yes,0.569,1,0,grainy
ncr,patiala_chicken,nonveg_main,red,red,yes,0.569,3,1,saucy
ncr,peanuts_chikki,veg_gravy,green,green,yes,0.569,2,1,crisp
ncr,pindi_chole_lipatwan,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,punjabi_baingan_bharta,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,punjabi_bharta,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,punjabi_chole_white,veg_gravy,red,red,yes,0.569,2,0,saucy
ncr,rahra_chicken,nonveg_main,red,red,yes,0.569,3,1,saucy
ncr,rajasthai_laddu,dessert,brown,brown,yes,0.569,4,0,soft
ncr,rajasthani_boondi_laddo,veg_gravy,yellow,yellow,yes,0.569,2,1,saucy
ncr,rajma_rasile,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,rajma_rasmisa,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,rara_chicken_masala,nonveg_main,red,red,yes,0.569,3,2,saucy
ncr,roasted_aloo_bhajiya,veg_dry,brown,brown,yes,0.569,2,1,dry
ncr,roasted_chicken,nonveg_main,red,red,yes,0.569,3,1,saucy
ncr,roasted_gobi_matar_masala,veg_dry,red,red,yes,0.569,2,2,saucy
ncr,rogni_chicken,nonveg_main,red,red,yes,0.569,3,1,saucy
ncr,roohafza_water,veg_gravy,yellow,yellow,yes,0.569,1,1,fresh
ncr,samak_jeera_rice,rice,brown,brown,yes,0.569,2,0,grainy
ncr,samak_rice,rice,brown,brown,yes,0.569,2,0,grainy
ncr,samak_rice_khichri,rice,brown,brown,yes,0.569,2,0,grainy
ncr,samak_rice_kitchdi,rice,brown,brown,yes,0.569,2,0,grainy
ncr,shegdana_chutney,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,soyabean_masala,veg_gravy,red,red,yes,0.569,2,2,saucy
ncr,soyawadi_rice,rice,brown,brown,yes,0.569,2,0,grainy
ncr,steam_rice_onion_rice,rice,brown,brown,yes,0.569,1,0,grainy
ncr,street_style_noodles,veg_gravy,yellow,yellow,yes,0.569,2,1,saucy
ncr,subz_ki_thari,rice,red,red,yes,0.569,2,0,saucy
ncr,sukhe_matar_aloo,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,sweet_laddoo,dessert,yellow,yellow,yes,0.569,5,0,soft
ncr,sweetlime_water,veg_gravy,yellow,yellow,yes,0.569,1,1,fresh
ncr,tamatari_aloo,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,tamatari_lauki,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,tamatri_aloo,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,tamatri_aloo_bhaji,veg_gravy,green,green,yes,0.569,2,1,saucy
ncr,tamatri_lauki,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,tariwala_aloo,veg_gravy,red,red,yes,0.569,2,1,saucy
ncr,tejpatta_rice,rice,brown,brown,yes,0.569,2,0,grainy
ncr,tinda_masala,veg_dry,red,red,yes,0.569,2,2,saucy
ncr,tiranga_rice,rice,brown,brown,yes,0.569,2,0,grainy
ncr,tori_masala,veg_dry,red,red,yes,0.569,2,2,saucy
ncr,turmeric_rice,rice,brown,brown,yes,0.569,2,0,grainy
ncr,veg_bhaji,veg_gravy,green,green,yes,0.569,2,1,saucy
ncr,veg_noodle_soup,soup,brown,brown,yes,0.569,1,0,saucy
ncr,vegetable,veg_gravy,brown,brown,yes,0.569,2,1,saucy
ncr,vegetable_pasta,veg_gravy,brown,brown,yes,0.569,2,1,grainy
ncr,water_melon,veg_gravy,yellow,yellow,yes,0.569,1,1,fresh
ncr,watermelon,veg_gravy,red,red,yes,0.569,2,1,saucy
pune,aloo_muttar_rassa,veg_gravy,red,red,yes,0.569,2,1,saucy
pune,birista_rice,rice,brown,brown,yes,0.569,2,0,grainy
pune,cabbage_pachdi_chutney,chutney,red,red,yes,0.569,1,1,saucy
pune,dhokla_chaat,starter,brown,brown,yes,0.569,2,1,crisp
pune,dodka_masala,veg_dry,red,red,yes,0.569,2,2,saucy
pune,jawas_chutney,chutney,red,red,yes,0.569,1,1,saucy
pune,karala_chutney,chutney,red,red,yes,0.569,1,1,saucy
pune,matki_masala,veg_dry,red,red,yes,0.569,2,2,saucy
pune,motichoor_ladoo,dessert,brown,brown,yes,0.569,5,0,soft
pune,mutter_cauliflower_rassa,veg_gravy,red,red,yes,0.569,2,1,saucy
pune,ola_khobra_chutney,chutney,white,white,yes,0.569,2,0,saucy
pune,ragada_patties_chaat,starter,brown,brown,yes,0.569,2,1,crisp
pune,soya_kheema,veg_dry,red,red,yes,0.569,2,1,dry
pune,stuffed_capsicum,veg_gravy,brown,brown,yes,0.569,2,1,saucy
pune,stuffed_dum_aloo_banarasi,veg_gravy,brown,brown,yes,0.569,4,1,saucy
pune,tondali_masala,veg_dry,red,red,yes,0.569,2,2,saucy
pune,veg_bhuna,veg_gravy,brown,brown,yes,0.569,2,2,saucy
bangalore,kalan,sambar,yellow,yellow,yes,0.63,2,1,saucy
bangalore,kalan_patani_koora,veg_gravy,red,red,yes,0.63,2,1,saucy
bangalore,laksa,nonveg_soup,green,green,yes,0.63,2,1,saucy
bangalore,mocca_tiramisu,dessert,white,white,yes,0.63,4,0,soft
bangalore,motichur_laddoo,dessert,brown,brown,yes,0.63,5,0,soft
bangalore,thandai,welcome_drink,red,red,yes,0.63,1,0,saucy
ncr,d_star_hospitality,veg_gravy,red,,no,0.63,2,1,saucy
ncr,ghiya_tamatari,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,ghiya_vadi,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,icecream,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,khus_sharbat,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,kulfi,dessert,brown,brown,yes,0.63,5,0,soft
ncr,maal_pua,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,macroni,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,milijuli_sabziyan,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,olives,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,pickel_sachet,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,rabdi,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,roohafza,rice,brown,brown,yes,0.63,2,0,saucy
ncr,sael_caf_menu,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,sael_menu,veg_gravy,red,red,yes,0.63,2,1,saucy
ncr,thandai,veg_gravy,red,red,yes,0.63,2,1,saucy
bangalore,afghani_chicken,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,afghani_paneer,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,afghani_veg_biryani,rice,red,red,yes,0.666,4,0,grainy
bangalore,agalakayi_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,aloo_amarnath_leaves_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,aloo_black_chana_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,aloo_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,aloo_chilli_c,veg_gravy,red,red,yes,0.666,2,2,saucy
bangalore,aloo_gobhi_mutter_dry,veg_dry,brown,brown,yes,0.666,2,1,dry
bangalore,aloo_jeera_roast,veg_dry,brown,brown,yes,0.666,2,3,crisp
bangalore,aloo_katliyan_dry,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,aloo_mutter_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,aloo_patta_gobi_dry,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,aloo_soya_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,anda_bhuna_masala,nonveg_main,brown,brown,yes,0.666,3,2,saucy
bangalore,anda_curry_dry,nonveg_main,red,red,yes,0.666,2,1,saucy
bangalore,anda_fried_masala,nonveg_main,brown,brown,yes,0.666,5,2,crisp
bangalore,anda_malai_curry,nonveg_main,red,red,yes,0.666,5,0,saucy
bangalore,andhra_bagara_rice,rice,brown,brown,yes,0.666,2,2,grainy
bangalore,andhra_egg_masala,nonveg_main,brown,brown,yes,0.666,3,3,saucy
bangalore,andhra_kodi_curry,nonveg_main,red,red,yes,0.666,2,3,saucy
bangalore,andhra_veg_curry,veg_gravy,red,red,yes,0.666,2,3,saucy
bangalore,apple_and_celery_infused_water,infused_water,red,red,yes,0.666,1,0,fresh
bangalore,apple_and_pomegranate_infused_water,infused_water,red,red,yes,0.666,1,0,fresh
bangalore,apple_cinnamon_water,infused_water,red,red,yes,0.666,1,0,fresh
bangalore,arbi_dry,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,arbi_lababdar,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,atta_halwa,dessert,brown,brown,yes,0.666,5,0,soft
bangalore,atta_ke_halwa,dessert,brown,brown,yes,0.666,5,0,soft
bangalore,atta_ki_dry_fruit_pinni,dessert,green,green,yes,0.666,4,0,fresh
bangalore,avarekallu_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,avarekalu_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,awadhi_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,awadhi_paneer_pasnda,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,baby_aloo_chatpata,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,baby_corn_chilli,veg_gravy,red,red,yes,0.666,2,2,saucy
bangalore,baby_corn_chilli_dry,starter,red,red,yes,0.666,2,2,crisp
bangalore,baingan_gunda,veg_dry,red,red,yes,0.666,2,1,dry
bangalore,balck_chana_masala_dry,veg_dry,green,green,yes,0.666,2,2,saucy
bangalore,banana_stem_poriyal,veg_dry,green,green,yes,0.666,1,1,dry
bangalore,banjara_murgh_dry,nonveg_main,green,green,yes,0.666,3,1,saucy
bangalore,basil_rasam,rasam,green,green,yes,0.666,1,1,saucy
bangalore,batate_mushroom_pepper_dry_south_style,veg_dry,green,green,yes,0.666,2,2,dry
bangalore,beans_carrot_poriyal,veg_dry,red,red,yes,0.666,1,1,dry
bangalore,beans_mezhukkupuratti,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,beans_poriyal,veg_dry,green,green,yes,0.666,1,1,dry
bangalore,bendekayi_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,bengali_chorchori_dry,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,bengali_egg_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,bhindi_kurkure,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,bhindi_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,bhuna_anda_masala,nonveg_main,brown,brown,yes,0.666,3,2,saucy
bangalore,bhuna_pyaz_pulao,rice,brown,brown,yes,0.666,2,1,grainy
bangalore,black_chana_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,black_pepper_rasam,rasam,brown,brown,yes,0.666,1,2,saucy
bangalore,blueberry_pastry,dessert,brown,brown,yes,0.666,4,0,soft
bangalore,boiled_peanut_and_cucumber_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,boneless_chicken_in_hot_garlic_sauce,nonveg_main,brown,brown,yes,0.666,3,1,saucy
bangalore,bottlegourd_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,brinji_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,broad_beans_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,broad_beans_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,broad_beans_with_aloo_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,brown_rice_pulao,healthy_rice,brown,brown,yes,0.666,2,0,grainy
bangalore,butter_chicken_curry,nonveg_main,red,red,yes,0.666,5,0,saucy
bangalore,butter_chicken_roast,nonveg_main,brown,brown,yes,0.666,5,2,crisp
bangalore,butter_garlic_vegetables,healthy_rice,brown,brown,yes,0.666,4,0,saucy
bangalore,buttermilk_rasam,rasam,white,white,yes,0.666,1,1,saucy
bangalore,cabbage_beans_thoran,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,cabbage_carrot_chanadal_thoran,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,cabbage_matar_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,cabbage_mutter_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,cabbage_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,capsicum_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,carrot_and_celery_detox_water,infused_water,red,red,yes,0.666,1,0,fresh
bangalore,carrot_and_ginger_juice,welcome_drink,red,red,yes,0.666,1,0,fresh
bangalore,carrot_juice,welcome_drink,red,red,yes,0.666,1,0,fresh
bangalore,carrot_kosambari_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,carrot_soup_with_chermoula,soup,red,red,yes,0.666,1,0,saucy
bangalore,cashew_pulao,rice,white,white,yes,0.666,4,0,grainy
bangalore,chana_chaat_salad,salad,green,green,yes,0.666,1,0,crisp
bangalore,chana_paneer,veg_gravy,red,red,yes,0.666,4,1,saucy
bangalore,chatpata_aloo_peas_masala,veg_dry,green,green,yes,0.666,2,2,saucy
bangalore,cheese_corn_ball,starter,red,red,yes,0.666,3,1,crisp
bangalore,chettinad_kozhi_kuzhambu,nonveg_main,red,red,yes,0.666,2,3,saucy
bangalore,chettinad_mushroom_curry,veg_gravy,red,red,yes,0.666,2,3,saucy
bangalore,chettinad_paneer,veg_gravy,red,red,yes,0.666,4,3,saucy
bangalore,chettinad_paneer_peas_curry,veg_gravy,red,red,yes,0.666,4,3,saucy
bangalore,chettinad_soya_curry,veg_gravy,red,red,yes,0.666,2,3,saucy
bangalore,chettinad_style_egg_curry,nonveg_main,red,red,yes,0.666,3,3,saucy
bangalore,chichinde_ki_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,chicken_chettinad,nonveg_main,red,red,yes,0.666,3,3,saucy
bangalore,chicken_chettinad_curry,nonveg_main,red,red,yes,0.666,3,3,saucy
bangalore,chicken_chowder,nonveg_soup,brown,brown,yes,0.666,3,1,saucy
bangalore,chicken_ghee_roast_authentic,nonveg_main,brown,brown,yes,0.666,5,3,crisp
bangalore,chicken_ghee_roast_masala,nonveg_main,brown,brown,yes,0.666,5,3,crisp
bangalore,chicken_hot_and_sour,nonveg_soup,brown,brown,yes,0.666,3,1,saucy
bangalore,chicken_jalfrezi,nonveg_main,green,green,yes,0.666,3,1,saucy
bangalore,chicken_kebab_dry,nonveg_main,brown,brown,yes,0.666,3,1,saucy
bangalore,chicken_malai_tikka_dry,nonveg_main,green,green,yes,0.666,5,1,saucy
bangalore,chicken_pahadi_kebab,nonveg_main,brown,brown,yes,0.666,3,1,saucy
bangalore,chicken_shahjahani_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,chicken_sukka_dry,nonveg_main,green,green,yes,0.666,3,1,crisp
bangalore,chicken_tawa_masala,nonveg_main,brown,brown,yes,0.666,3,2,saucy
bangalore,chickpeas_and_corn_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,chili_chicken,nonveg_main,red,red,yes,0.666,3,2,saucy
bangalore,chilli_chicken,nonveg_main,red,red,yes,0.666,3,2,saucy
bangalore,chilli_chicken_dry,nonveg_main,red,red,yes,0.666,3,2,saucy
bangalore,chilli_egg_masala,nonveg_main,red,red,yes,0.666,3,2,saucy
bangalore,chilli_n_garlic_chicken_curry,nonveg_main,brown,brown,yes,0.666,3,2,saucy
bangalore,chilli_potato_chinese_style,veg_dry,red,red,yes,0.666,2,2,dry
bangalore,chinese_bhel_salad,salad,green,green,yes,0.666,1,0,crisp
bangalore,chow_chow_pasi_parapu_poriyal,veg_dry,green,green,yes,0.666,1,1,dry
bangalore,chow_chow_with_chana_poriyal,veg_dry,green,green,yes,0.666,1,1,dry
bangalore,corn_mushroom_handi,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,corn_mutter_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,corn_pomo_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,cream_of_chicken,nonveg_soup,white,white,yes,0.666,5,0,saucy
bangalore,cream_of_chicken_soup,nonveg_soup,white,white,yes,0.666,3,0,saucy
bangalore,cream_of_veg_soup,soup,white,white,yes,0.666,2,0,saucy
bangalore,cream_of_vegetable_soup,soup,white,white,yes,0.666,2,0,saucy
bangalore,creamy_cucumber_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,cucumber_and_apple_infused_water,infused_water,red,red,yes,0.666,1,0,fresh
bangalore,cucumber_and_radish_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,cucumber_onion_and_lemon_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,cumin_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,curry_leaves_rasam,rasam,red,red,yes,0.666,1,1,saucy
bangalore,desi_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,dhaba_murgh,nonveg_main,yellow,yellow,yes,0.666,3,1,saucy
bangalore,dhaba_style_chicken,nonveg_main,yellow,yellow,yes,0.666,3,1,saucy
bangalore,dhaba_style_chicken_biryani,nonveg_main,yellow,yellow,yes,0.666,5,1,grainy
bangalore,dhaba_style_chicken_masala,nonveg_main,yellow,yellow,yes,0.666,3,2,saucy
bangalore,dhaba_style_mutton_curry,nonveg_main,yellow,yellow,yes,0.666,3,1,saucy
bangalore,dhabe_wali_anda_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,dhaniya_shorba,soup,red,red,yes,0.666,2,0,saucy
bangalore,dheli_wale_chole_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,dhungar_chaas,welcome_drink,red,red,yes,0.666,1,0,fresh
bangalore,dosakai_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,double_ka_meetha,dessert,red,red,yes,0.666,4,0,soft
bangalore,drumstick_mix_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,drumstick_potato_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,drumstick_pumkin_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,drumstick_with_mavinakayi_tovve,dal,yellow,yellow,yes,0.666,2,1,saucy
bangalore,dry_chumchum,dessert,green,green,yes,0.666,4,0,soft
bangalore,dry_fruits_ladoo,dessert,white,white,yes,0.666,5,0,soft
bangalore,egg_2_pyaza,nonveg_main,brown,brown,yes,0.666,3,1,saucy
bangalore,egg_chettinad,nonveg_main,brown,brown,yes,0.666,3,3,saucy
bangalore,egg_chilli,nonveg_main,red,red,yes,0.666,3,2,saucy
bangalore,egg_fried_masala,nonveg_main,brown,brown,yes,0.666,5,2,crisp
bangalore,egg_pepper_fry,nonveg_main,brown,brown,yes,0.666,5,2,crisp
bangalore,egg_pepper_roast,nonveg_main,brown,brown,yes,0.666,3,3,crisp
bangalore,egg_tikka_masala,nonveg_main,brown,brown,yes,0.666,3,2,saucy
bangalore,egg_vepudu,nonveg_main,brown,brown,yes,0.666,3,1,saucy
bangalore,egg_vindaloo,nonveg_main,brown,brown,yes,0.666,3,3,saucy
bangalore,finger_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,fresh_lime_juice,welcome_drink,red,red,yes,0.666,1,0,fresh
bangalore,fried_anda_masala,nonveg_main,brown,brown,yes,0.666,5,2,crisp
bangalore,garlic_chicken_fry,nonveg_main,brown,brown,yes,0.666,5,1,crisp
bangalore,garlic_fried_rice,rice,brown,brown,yes,0.666,4,0,crisp
bangalore,garlic_pepper_baby_corn,veg_dry,brown,brown,yes,0.666,2,2,dry
bangalore,gatta_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,gavar_ki_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,gawarphalli_ki_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,ghee_cashew_rice,rice,white,white,yes,0.666,4,2,grainy
bangalore,ghee_paruppu,dal,brown,brown,yes,0.666,4,3,saucy
bangalore,ghee_red_rice,rice,brown,brown,yes,0.666,4,2,grainy
bangalore,ghee_rice_adequate_ghee_and_authentic_fried_onion_garnish_grapes,rice,brown,brown,yes,0.666,5,2,crisp
bangalore,ghee_roast_chicken_dry,nonveg_main,brown,brown,yes,0.666,5,3,crisp
bangalore,ginger_garlic_rasam,rasam,brown,brown,yes,0.666,1,1,saucy
bangalore,goan_vindaloo,nonveg_main,red,red,yes,0.666,2,3,saucy
bangalore,gobi_chilli_dry,veg_dry,red,red,yes,0.666,2,2,dry
bangalore,gooseberry_juice,welcome_drink,red,red,yes,0.666,1,0,fresh
bangalore,goru_chikkudu_vepudu,veg_dry,green,green,yes,0.666,2,1,dry
bangalore,grated_carrot_rasins_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,grilled_corn_on_the_cob,healthy_rice,brown,brown,yes,0.666,1,0,saucy
bangalore,gujarati_subz_pulao,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,handi_chicken_biryani,nonveg_main,red,red,yes,0.666,5,1,grainy
bangalore,handi_murgh,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,hawaiian_salad,salad,green,green,yes,0.666,1,0,fresh
bangalore,heerekaayi_sambar,sambar,yellow,yellow,yes,0.666,2,1,saucy
bangalore,herbed_garlic_rice,rice,brown,brown,yes,0.666,2,0,grainy
bangalore,home_style_egg_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
bangalore,hot_and_sour_chicken,nonveg_soup,brown,brown,yes,0.666,3,1,saucy
bangalore,hot_and_sour_chicken_soup,nonveg_soup,brown,brown,yes,0.666,1,1,saucy
bangalore,hot_and_sour_sesame_paneer,veg_gravy,brown,brown,yes,0.666,5,1,saucy
bangalore,hot_and_sour_veg_soup,soup,brown,brown,yes,0.666,1,0,saucy
bangalore,hyd_chicken_65_curry,nonveg_main,red,red,yes,0.666,5,2,crisp
bangalore,hyderabadi_mushroom_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
bangalore,hyderabadi_veg_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
